title;abstract;doi;application_area;clinical_procedure;multimodal_imaging;study_category;research_environment;purpose;imaging_technique;spectral_range
The oral IRAK4 inhibitors zabedosertib and BAY1830839 suppress local and systemic immune responses in a randomized trial in healthy male volunteers;"This study evaluated and characterized the pharmacological activity of the orally administered interleukin-1 receptor-associated kinase 4 (IRAK4) inhibitors BAY1834845 (zabedosertib) and BAY1830839 in healthy male volunteers. Participants received one of either IRAK4 inhibitors or a control treatment (prednisolone 20 mg or placebo) twice daily for 7 days. Localized skin inflammation was induced by topical application of imiquimod (IMQ) cream for 3 days, starting at Day 3 of treatment. The inflammatory response was evaluated by laser speckle contrast imaging (skin perfusion) and multispectral imaging (erythema). At Day 7, participants received 1 ng/kg intravenous lipopolysaccharide (LPS). Circulating inflammatory proteins, leukocyte differentiation, acute phase proteins, and clinical parameters were evaluated before and after the systemic LPS challenge. Treatment with BAY1834845 significantly reduced the mean IMQ-induced skin perfusion response (geometric mean ratio [GMR] vs. placebo: 0.69 for BAY1834845, 0.70 for prednisolone; both p < 0.05). Treatment with BAY1834845 and BAY1830839 significantly reduced IMQ-induced erythema (GMR vs. placebo: 0.75 and 0.83, respectively, both p < 0.05; 0.86 for prednisolone, not significant). Both IRAK4 inhibitors significantly suppressed the serum TNF-alpha and IL-6 responses (>= 80% suppression vs. placebo, p < 0.05) and inhibited C-reactive protein, procalcitonin, and IL-8 responses to intravenous LPS. This study demonstrated the pharmacological effectiveness of BAY1834845 and BAY1830839 in suppressing systemically and locally induced inflammatory responses in the same range as prednisolone, underlining the potential value of these IRAK4 inhibitors as future therapies for dermatological or other immune-mediated inflammatory diseases.;10.1111/cts.13771";10.1111/cts.13771;dermatological, skin;;;;;system development;;
Quantifying the confounding effect of pigmentation on measured skin tissue optical properties: a comparison of colorimetry with spatial frequency domain imaging;"Significance: Spatial frequency domain imaging (SFDI) is a wide-field diffuse optical imaging technique for separately quantifying tissue reduced scattering (mu(s)') and absorption (mu(a)) coefficients at multiple wavelengths, providing wide potential utility for clinical applications such as burn wound characterization and cancer detection. However, measured mu(s)' and mu(a) can be confounded by absorption from melanin in patients with highly pigmented skin. This issue arises because epidermal melanin is highly absorbing for visible wavelengths and standard homogeneous light-tissue interaction models do not properly account for this complexity. Tristimulus colorimetry (which quantifies pigmentation using the L-* lightness parameter) can provide a point of comparison between mu(a), mu(s)', and skin pigmentation. Aim: We systematically compare SFDI and colorimetry parameters to quantify confounding effects of pigmentation on measured skin mu(s)' and mu(a). We assess the correlation between SFDI and colorimetry parameters as a function of wavelength. Approach: mu(s)' and mu(a) from the palm and ventral forearm were measured for 15 healthy subjects with a wide range of skin pigmentation levels (Fitzpatrick types I to VI) using a Reflect RS (R) (Modulim, Inc., Irvine, California) SFDI instrument (eight wavelengths, 471 to 851 nm). L-* was measured using a Chroma Meter CR-400 (Konica Minolta Sensing, Inc., Tokyo). Linear correlation coefficients were calculated between L-* and mu(s)' and between L-* and mu(a) at all wavelengths. Results: For the ventral forearm, strong linear correlations between measured L-* and mu(s)' values were observed at shorter wavelengths (R > 0.92 at <= 659 nm), where absorption from melanin confounded the measured mu(s)'. These correlations were weaker for the palm (R < 0.59 at <= 659 nm), which has less melanin than the forearm. Similar relationships were observed between L-* and mu(a). Conclusions: We quantified the effects of epidermal melanin on skin mu(s)' and mu(a) measured with SFDI. This information may help characterize and correct pigmentation-related inaccuracies in SFDI skin measurements. (C) The Authors. Published by SPIE under a Creative Commons Attribution 4.0 International License.;10.1117/1.JBO.27.3.036002";10.1117/1.JBO.27.3.036002;dermatological, skin;;;;;system development;;
Dermoscopy and skin imaging light sources: a comparison and review of spectral power distribution and color consistency;"Significance: Dermoscopes incorporate light, polarizers, and optical magnification into a handheld tool that is commonly used by dermatologists to evaluate skin findings. Diagnostic accuracy is improved when dermoscopes are used, and some major artificial intelligence (AI) projects have been accomplished using dermocopic images. Color rendering consistency and fidelity are crucial for clinical diagnostics, AI, and image processing applications. Aim: With many devices available on the market, our objective was to measure the emission spectra of various dermoscopes, compare them with other light sources, and illustrate variations in reflected colors from images of a reference sample. Approach: A spectrometer measured the spectral power distribution (SPD) produced by four dermoscope models and three alternate light sources, illustrating differences in the emission spectra. Most dermoscopes use light-emitting diodes (LEDs), which are inconsistent when compared with one another. An LED was compared with halogen, xenon-arc, and daylight sources. Images of a micro ColorChecker were acquired from several sources, and three specific colors were selected to compare in CIELAB color space. Color consistency and color fidelity measured by color rendering index (CRI) and TM-30-18 graphical vectors show variation in saturation and chroma fidelity. Results: A marked degree of variation was observed in both the emission and reflected light coming from different dermoscopes and compared with other sources. The same chromophores appeared differently depending on the light source used. Conclusions: A lack of uniform illumination resulted in inconsistent image color and likely impacted metamerism and visibility of skin chromophores in real-world settings. Artificial light in skin examinations, especially LEDs, may present challenges for the visual separation of specific colors. Attention to LEDs SPD may be important, especially as the field increases dependency on machine/computer vision. (c) The Authors. Published by SPIE under a Creative Commons Attribution 4.0 International License. Distribution or reproduction of this work in whole or in part requires full attribution of the original publication, including its DOI.;10.1117/1.JBO.27.8.080902";10.1117/1.JBO.27.8.080902;dermatological, skin;;;;;system development;;
WASI-AI: Synergistic Integration of AI and Physics for Retrieving Water Quality and Benthic Parameters from Multi- and Hyperspectral Images;"Artificial intelligence (AI) has spurred significant progress in the remote sensing of water constituents through physical models that rely on a predefined database of simulations, e.g., Case-2 Regional/Coast Color processor. However, these models are sensor-specific, not applicable in optically shallow waters, and incapable of adapting to different bio-optical conditions. This study introduces a novel approach that synergistically integrates AI with physics-based modeling. The developed method, termed water color simulator AI (WASI-AI), is implemented as a new module into the WASI software. WASI-AI uses the physics-based WASI two-dimensional (2-D) (WASI-2D) module of WASI to retrieve the unknown biophysical parameters for a small subset of image pixels selected at random. A portion of the inverted samples is used to train neural networks (NNs). The trained NNs are then applied to predict the unknown biophysical parameters for all water pixels of the image. The remaining portion of the samples is used to assess the agreement between WASI-AI and WASI-2D retrievals. WASI-AI maintains the advantages of WASI-2D regarding sensor independence and flexibility in bio-optical adaptation. The correlation plots of WASI-AI versus WASI-2D allow recognizing spectral ambiguity and optimizing inverse modeling parametrization. The integration of AI significantly speeds up the inversion, reducing the processing time of a single image from hours/days to mere minutes. We applied WASI-AI to hyperspectral (EnMAP, DESIS) and multispectral (Sentinel-2, Landsat-8/9, Planet SuperDove) imagery in optically deep and shallow waters. After handling spectral ambiguities, the results indicate a strong correspondence between WASI-AI and WASI-2D inversions, with WASI-AI exhibiting lower noises on the maps.;10.1109/JSTARS.2025.3605061";10.1109/JSTARS.2025.3605061;;;;;;tissue classification;;
Classification by support vector machine aided the diagnosis cancer domains in multispectral endoscopic imaging;The paper presents the theoretical basis and results obtained with use of the support vector machine classifier on multispectral image classification gained with 21-channel system for endoscopic multispectral imaging. Obtained distinguishability of pathological changes areas is higher than in the case of Xillix Onco LIFE system in the medical diagnosticians opinion. (Classification by support vector machine aided the diagnosis cancer domains in multispectral endoscopic imaging);;;;;;;tissue classification;;
RETRACTED: Hyperspectral Image Analysis of Colon Tissue and Deep Learning for Characterization of Health care (Retracted Article);"Colon cancer is a disease characterized by the unusual and uncontrolled development of cells that are found in the large intestine. If the tumour extends to the lower part of the colon (rectum), the cancer may be colorectal. Medical imaging is the denomination of methods used to create visual representations of the human body for clinical analysis, such as diagnosing, monitoring, and treating medical conditions. In this research, a computational proposal is presented to aid the diagnosis of colon cancer, which consists of using hyperspectral images obtained from slides with biopsy samples of colon tissue in paraffin, characterizing pixels so that, afterwards, imaging techniques can be applied. Using computer graphics augmenting conventional histological deep learning architecture, it can classify pixels in hyperspectral images as cancerous, inflammatory, or healthy. It is possible to find connections between histochemical characteristics and the absorbance of tissue under various conditions using infrared photons at various frequencies in hyperspectral imaging (HSI). Deep learning techniques were used to construct and implement a predictor to detect anomalies, as well as to develop a computer interface to assist pathologists in the diagnosis of colon cancer. An infrared absorbance spectrum of each of the pixels used in the developed classifier resulted in an accuracy level of 94% for these three classes.;10.1155/2022/8670534";10.1155/2022/8670534;;;;;;tissue classification;;
Joint Diagnostic Method of Tumor Tissue Based on Hyperspectral Spectral-Spatial Transfer Features;"In order to improve the clinical application of hyperspectral technology in the pathological diagnosis of tumor tissue, a joint diagnostic method based on spectral-spatial transfer features was established by simulating the actual clinical diagnosis process and combining micro-hyperspectral imaging with large-scale pathological data. In view of the limited sample volume of medical hyperspectral data, a multi-data transfer model pre-trained on conventional pathology datasets was applied to the classification task of micro-hyperspectral images, to explore the differences in spectral-spatial transfer features in the wavelength of 410-900 nm between tumor tissues and normal tissues. The experimental results show that the spectral-spatial transfer convolutional neural network (SST-CNN) achieved a classification accuracy of 95.46% for the gastric cancer dataset and 95.89% for the thyroid cancer dataset, thus outperforming models trained on single conventional digital pathology and single hyperspectral data. The joint diagnostic method established based on SST-CNN can complete the interpretation of a section of data in 3 min, thus providing a new technical solution for the rapid diagnosis of pathology. This study also explored problems involving the correlation between tumor tissues and typical spectral-spatial features, as well as the efficient transformation of conventional pathological and transfer spectral-spatial features, which solidified the theoretical research on hyperspectral pathological diagnosis.;10.3390/diagnostics13122002";10.3390/diagnostics13122002;;;;;;tissue classification;;
Computer-assisted medical image classification for early diagnosis of oral cancer employing deep learning algorithm;"PurposeOral cancer is a complex wide spread cancer, which has high severity. Using advanced technology and deep learning algorithm early detection and classification are made possible. Medical imaging technique, computer-aided diagnosis and detection can make potential changes in cancer treatment. In this research work, we have developed a deep learning algorithm for automated, computer-aided oral cancer detecting system by investigating patient hyperspectral images.MethodsTo validate the proposed regression-based partitioned deep learning algorithm, we compare the performance with other techniques by its classification accuracy, specificity, and sensitivity. For the accurate medical image classification objective, we demonstrate a new structure of partitioned deep Convolution Neural Network (CNN) with two partitioned layers for labeling and classify by labeling region of interest in multidimensional hyperspectral image.ResultsThe performance of the partitioned deep CNN was verified by classification accuracy. We have obtained classification accuracy of 91.4% with sensitivity 0.94 and a specificity of 0.91 for 100 image data sets training for task classification of cancerous tumor with benign and for task classification of cancerous tumor with normal tissue accuracy of 94.5% for 500 training patterns was obtained.ConclusionsWe compared the obtained results from another traditional medical image classification algorithm. From the obtained result, we identify that the quality of diagnosis is increased by proposed regression-based partitioned CNN learning algorithm for a complex medical image of oral cancer diagnosis.;10.1007/s00432-018-02834-7";10.1007/s00432-018-02834-7;;;;;;tissue classification;;
Classification of Benign-Malignant Thyroid Nodules Based on Hyperspectral Technology;"In recent years, the incidence of thyroid cancer has rapidly increased. To address the issue of the inefficient diagnosis of thyroid cancer during surgery, we propose a rapid method for the diagnosis of benign and malignant thyroid nodules based on hyperspectral technology. Firstly, using our self-developed thyroid nodule hyperspectral acquisition system, data for a large number of diverse thyroid nodule samples were obtained, providing a foundation for subsequent diagnosis. Secondly, to better meet clinical practical needs, we address the current situation of medical hyperspectral image classification research being mainly focused on pixel-based region segmentation, by proposing a method for nodule classification as benign or malignant based on thyroid nodule hyperspectral data blocks. Using 3D CNN and VGG16 networks as a basis, we designed a neural network algorithm (V3Dnet) for classification based on three-dimensional hyperspectral data blocks. In the case of a dataset with a block size of 50 x 50 x 196, the classification accuracy for benign and malignant samples reaches 84.63%. We also investigated the impact of data block size on the classification performance and constructed a classification model that includes thyroid nodule sample acquisition, hyperspectral data preprocessing, and an algorithm for thyroid nodule classification as benign and malignant based on hyperspectral data blocks. The proposed model for thyroid nodule classification is expected to be applied in thyroid surgery, thereby improving surgical accuracy and providing strong support for scientific research in related fields.;10.3390/s24103197";10.3390/s24103197;;;;;;tissue classification;;
Classification of hyperspectral images for detection of hepatic carcinoma cells based on spectralspatial features of nucleus;"A distinguishing characteristic of normal and cancer cells is the difference in their nuclear chromatin content and distribution. This difference can be revealed by the transmission spectra of nuclei stained with a pH-sensitive stain. Here, we used hematoxylin-eosin (HE) to stain hepatic carcinoma tissues and obtained spectral-spatial data from their nuclei using hyperspectral microscopy. The transmission spectra of the nuclei were then used to train a support vector machine (SVM) model for cell classification. Especially, we found that the chromatin distribution in cancer cells is more uniform, because of which the correlation coefficients for the spectra at different points in their nuclei are higher. Consequently, we exploited this feature to improve the SVM model. The sensitivity and specificity for the identification of cancer cells could be increased to 99% and 98%, respectively. We also designed an image-processing method for the extraction of information from cell nuclei to automate the identification process.;10.1142/S1793545820500029";10.1142/S1793545820500029;;;;;;tissue classification;;
Deep-learning based colorectal cancer pathological analysis with hyperspectral light field microscopy;"5D hyperspectral light field (H-LF) integrates multi-angular and multi-spectral observation, offering acompre-hensive opportunity to capture more detailed information from biological samples. In this article, we integrate hyperspectral light field microscopy imaging to analyze H&E-stained whole slide images (WSIs) of colorectal cancer (CRC). Specifically, we design a triple separable transformer encoder (HLFTST) that efficiently extracts features by decoupling the 5D H-LF data into lower-dimensional components and applying self-attention for global interaction. We also introduce a text encoder-decoder to align H-LF features with language, enabling automatic cell classification and pathology report generation through a three-stage training pipeline. Experiments show our method outperforms 2D, 3D, and 4D baselines, improving precision by up to 4.88% and F1 score by 4.21% across five CRC cell categories. Additionally, it generates meaningful pathology descriptions, highlighting its potential for enhancing diagnostics and supporting personalized treatment in broader biomedical settings.;10.1016/j.isci.2025.112987";10.1016/j.isci.2025.112987;;;;;;tissue classification;;
HSI-MSSAF net: A dual-stream network for nasal tumor tissue diagnosis using hyperspectral spectral-spatial features;"Accurate differentiation of benign and malignant nasal cavity lesions is clinically critical due to their lack of distinct morphological specificity. Hyperspectral imaging (HSI), emerging as a novel modality, deciphers spatialspectral multidimensional signatures of pathological tissues, thereby delivering novel data dimensions for diagnostic precision beyond conventional histomorphological limitations. This study employs HSI technology and a multi-scale spatial-spectral attention fusion network (HSI-MSSAF net), which combines residual networks, Transformer network architecture, and multi-scale attention mechanisms. This approach efficiently extracts and integrates spatial-spectral features from different scales and channels.Experimental results show that the proposed method achieves remarkable performance in differentiating benign and malignant nasal tumors, with a classification accuracy of 91.8%, precision of 0.91, recall of 0.92, F1 score of 0.92, AUC of 0.98, and Matthews correlation coefficient of 0.84. The results indicate that the proposed model effectively leverages sample data to learn comprehensive joint feature representations. The novel methodology introduced herein offers a complementary strategy that may mitigate certain limitations inherent to conventional medical diagnostic techniques, thereby underscoring the potential of high-precision diagnostic approaches in facilitating the classification and prognostic evaluation of complex nasal tumors. By establishing a dedicated hyperspectral nasal tumor database and implementing advanced network architectures, this approach demonstrates potential for clinical integration, contingent upon further in vivo validation.;10.1016/j.bspc.2025.108691";10.1016/j.bspc.2025.108691;;;;;;tissue classification;;
HeiPorSPECTRAL-the Heidelberg Porcine HyperSPECTRAL Imaging Dataset of 20 Physiological Organs;"Hyperspectral Imaging (HSI) is a relatively new medical imaging modality that exploits an area of diagnostic potential formerly untouched. Although exploratory translational and clinical studies exist, no surgical HSI datasets are openly accessible to the general scientific community. To address this bottleneck, this publication releases HeiPorSPECTRAL (https://www.heiporspectral.org; https://doi.org/10.5281/zenodo.7737674), the first annotated high-quality standardized surgical HSI dataset. It comprises 5,758 spectral images acquired with the TIVITA (R) Tissue and annotated with 20 physiological porcine organs from 8 pigs per organ distributed over a total number of 11 pigs. Each HSI image features a resolution of 480 x 640 pixels acquired over the 500-1000 nm wavelength range. The acquisition protocol has been designed such that the variability of organ spectra as a function of several parameters including the camera angle and the individual can be assessed. A comprehensive technical validation confirmed both the quality of the raw data and the annotations. We envision potential reuse within this dataset, but also its reuse as baseline data for future research questions outside this dataset.;10.1038/s41597-023-02315-8";10.1038/s41597-023-02315-8;;;;;;tissue classification;;
Artificial intelligence and hyperspectral imaging for image-guided assistance in minimally invasive surgery;"Background Intraoperative imaging assists surgeons during minimally invasive procedures. Hyperspectral imaging (HSI) is a noninvasive and noncontact optical technique with great diagnostic potential in medicine. The combination with artificial intelligence (AI) approaches to analyze HSI data is called intelligent HSI in this article. Objective What are the medical applications and advantages of intelligent HSI for minimally invasive visceral surgery? Material and methods Within various clinical studies HSI data from multiple in vivo tissue types and oncological resections were acquired using an HSI camera system. Different AI algorithms were evaluated for detection and discrimination of organs, risk structures and tumors. Results In an experimental animal study 20 different organs could be differentiated with high precision (> 95%) using AI. In vivo, the parathyroid glands could be discriminated from surrounding tissue with an F1 score of 47% and sensitivity of 75%, and the bile duct with an F1 score of 79% and sensitivity of 90%. Furthermore, ex vivo tumor tissue could be successfully detected with an area under the receiver operating characteristic (ROC) curve (AUC) larger than 0.91. Discussion This study demonstrates that intelligent HSI can automatically and accurately detect different tissue types. Despite great progress in the last decade intelligent HSI still has limitations. Thus, accurate AI algorithms that are easier to understand for the user and an extensive standardized and continuously growing database are needed. Further clinical studies should support the various medical applications and lead to the adoption of intelligent HSI in the clinical routine practice.;10.1007/s00104-022-01677-w";10.1007/s00104-022-01677-w;;;;;;tissue classification;;
In vivo detection of head and neck tumors by hyperspectral imaging combined with deep learning methods;"Currently, there are no fast and accurate screening methods available for head and neck cancer, the eighth most common tumor entity. For this study, we used hyperspectral imaging, an imaging technique for quantitative and objective surface analysis, combined with deep learning methods for automated tissue classification. As part of a prospective clinical observational study, hyperspectral datasets of laryngeal, hypopharyngeal and oropharyngeal mucosa were recorded in 98 patients before surgery in vivo. We established an automated data interpretation pathway that can classify the tissue into healthy and tumorous using convolutional neural networks with 2D spatial or 3D spatio-spectral convolutions combined with a state-of-the-art Densenet architecture. Using 24 patients for testing, our 3D spatio-spectral Densenet classification method achieves an average accuracy of 81%, a sensitivity of 83% and a specificity of 79%.;10.1002/jbio.202100167";10.1002/jbio.202100167;;;;;;tissue classification;;
Using hyperspectral imaging automatic classification of gastric cancer grading with a shallow residual network;"The gastric cancer grading of patients determines their clinical treatment plan. We use hyperspectral imaging (HSI) gastric cancer section data to automatically classify the three different cancer grades (low grade, intermediate grade, and high grade) and healthy tissue. This paper proposed the use of HSI data combined with a shallow residual network (SR-Net) as the classifier. We collected hyperspectral data from gastric sections of 30 participants, with the wavelength range of hyperspectral data being 374 nm to 990 nm. We compared the classification results between hyperspectral data and color images. The results show that using hyperspectral data and a SR-Net an average classification accuracy of 91.44% could be achieved, which is 13.87% higher than that of the color image. In addition, we applied a modified SR-Net incorporated direct down-sampling, asymmetric filters, and global average pooling to reduce the parameters and floating-point operations. Compared with the regular residual network with the same number of blocks, the floating-point operations of a SR-Net are one order of magnitude less. The experimental results show that hyperspectral data with a SR-Net can achieve cutting-edge performance with minimum computational cost and therefore have potential in the study of gastric cancer grading.;10.1039/d0ay01023e";10.1039/d0ay01023e;;;;;;tissue classification;;
Hyperspectral imaging for tissue classification, a way toward smart laparoscopic colorectal surgery;"In the last decades, laparoscopic surgery has become the gold standard in patients with colorectal cancer. To overcome the drawback of reduced tactile feedback, real-time tissue classification could be of great benefit. In this ex vivo study, hyperspectral imaging (HSI) was used to distinguish tumor tissue from healthy surrounding tissue. A sample of fat, healthy colorectal wall, and tumor tissue was collected per patient and imaged using two hyperspectral cameras, covering the wavelength range from 400 to 1700 nm. The data were randomly divided into a training (75%) and test (25%) set. After feature reduction, a quadratic classifier and support vector machine were used to distinguish the three tissue types. Tissue samples of 32 patients were imaged using both hyperspectral cameras. The accuracy to distinguish the three tissue types using both hyperspectral cameras was 0.88 (STD = 0.13) on the test dataset. When the accuracy was determined per patient, a mean accuracy of 0.93 (STD = 0.12) was obtained on the test dataset. This study shows the potential of using HSI in colorectal cancer surgery for fast tissue classification, which could improve clinical outcome. Future research should be focused on imaging entire colon/rectum specimen and the translation of the technique to an intraoperative setting. (C) The Authors. Published by SPIE under a Creative Commons Attribution 4.0 Unported License.;10.1117/1.JBO.24.1.016002";10.1117/1.JBO.24.1.016002;;;;;;tissue classification;;
Tumor tissue classification based on micro-hyperspectral technology and deep learning;"In order to explore the application of hyperspectral technology in the pathological diagnosis of tumor tissue, we used microscopic hyperspectral imaging technology to establish a hyperspectral database of 30 patients with gastric cancer. Based on the difference in spectral-spatial features between gastric cancer tissue and normal tissue in the wavelength of 410-910 nm, we propose a deep-learning model-based analysis method for gastric cancer tissue. The microscopic hyperspectral feature and individual difference of gastric tissue, spatial-spectral joint feature and medical contact are studied. The experimental results show that the classification accuracy of proposed model for cancerous and normal gastric tissue is 97.57%, the sensitivity and specificity of gastric cancer tissue are 97.19% and 97.96% respectively. Compared with the shallow learning method, CNN can fully extract the deep spectral-spatial features of tumor tissue. The combination of deep learning model and micro-spectral analysis provides new ideas for the research of medical pathology. (C) 2019 Optical Society of America under the terms of the OSA Open Access Publishing Agreement;10.1364/BOE.10.006370";10.1364/BOE.10.006370;;;;;;tissue classification;;
Feedforward Artificial Neural Network-Based Colorectal Cancer Detection Using Hyperspectral Imaging: A Step towards Automatic Optical Biopsy;"Simple Summary Detection of colorectal carcinoma is performed visually by investigators and is confirmed pathologically. With hyperspectral imaging, an expanded spectral range of optical information is now available for analysis. The acquired recordings were analyzed with a neural network, and it was possible to differentiate tumor from healthy mucosa in colorectal carcinoma by automatic classification with high reliability. Classification and visualization were performed based on a four-layer perceptron neural network. Based on a neural network, the classification of CA or AD resulted in a sensitivity of 86% and a specificity of 95%, by means of leave-one-patient-out cross-validation. Additionally, significant differences in terms of perfusion parameters (e.g., oxygen saturation) related to tumor staging and neoadjuvant therapy were observed. This is a step towards optical biopsy. Currently, colorectal cancer (CRC) is mainly identified via a visual assessment during colonoscopy, increasingly used artificial intelligence algorithms, or surgery. Subsequently, CRC is confirmed through a histopathological examination by a pathologist. Hyperspectral imaging (HSI), a non-invasive optical imaging technology, has shown promising results in the medical field. In the current study, we combined HSI with several artificial intelligence algorithms to discriminate CRC. Between July 2019 and May 2020, 54 consecutive patients undergoing colorectal resections for CRC were included. The tumor was imaged from the mucosal side with a hyperspectral camera. The image annotations were classified into three groups (cancer, CA; adenomatous margin around the central tumor, AD; and healthy mucosa, HM). Classification and visualization were performed based on a four-layer perceptron neural network. Based on a neural network, the classification of CA or AD resulted in a sensitivity of 86% and a specificity of 95%, by means of leave-one-patient-out cross-validation. Additionally, significant differences in terms of perfusion parameters (e.g., oxygen saturation) related to tumor staging and neoadjuvant therapy were observed. Hyperspectral imaging combined with automatic classification can be used to differentiate between CRC and healthy mucosa. Additionally, the biological changes induced by chemotherapy to the tissue are detectable with HSI.;10.3390/cancers13050967";10.3390/cancers13050967;;;;;;tissue classification;;
Toward Assessment of Resection Margins Using Hyperspectral Diffuse Reflection Imaging (400-1,700 nm) During Tongue Cancer Surgery;"Background and Objectives There is a clinical need to assess the resection margins of tongue cancer specimens, intraoperatively. In the current ex vivo study, we evaluated the feasibility of hyperspectral diffuse reflectance imaging (HSI) for distinguishing tumor from the healthy tongue tissue. Study Design/Materials and Methods Fresh surgical specimens (n = 14) of squamous cell carcinoma of the tongue were scanned with two hyperspectral cameras that cover the visible and near-infrared spectrum (400-1,700 nm). Each pixel of the hyperspectral image represents a measure of the diffuse optical reflectance. A neural network was used for tissue-type prediction of the hyperspectral images of the visual and near-infrared data sets separately as well as both data sets combined. Results HSI was able to distinguish tumor from muscle with a good accuracy. The diagnostic performance of both wavelength ranges (sensitivity/specificity of visual and near-infrared were 84%/80% and 77%/77%, respectively) appears to be comparable and there is no additional benefit of combining the two wavelength ranges (sensitivity and specificity were 83%/76%). Conclusions HSI has a strong potential for intra-operative assessment of tumor resection margins of squamous cell carcinoma of the tongue. This may optimize surgery, as the entire resection surface can be scanned in a single run and the results can be readily available. Lasers Surg. Med. (c) 2019 Wiley Periodicals, Inc.;10.1002/lsm.23161";10.1002/lsm.23161;;;;;;tissue classification;;
Enhancing surgical precision in squamous cell carcinoma of the head and neck: Hyperspectral imaging and artificial intelligence for improved margin assessment in an ex vivo setting;"Background: Head and neck cancers, constituting 3-5% of all cancer cases, often require surgical resection for optimal outcomes. Achieving complete resection (R0) is crucial, but current methods, relying on white light endoscopy and microscopy, have limitations. Hyperspectral imaging (HSI) offers potential benefits by capturing detailed spectral information beyond human vision. Material and methods: This study enrolled 32 patients with head and neck squamous cell carcinoma (HNSCC). Following surgical resection specimens underwent ex vivo HSI imaging. Annotated regions were utilized to train a Convolutional Neural Network (CNN) and Graph Neural Network (GNN). Imaging parameters were carefully optimized for efficiency. Results: Our HSI imaging setup required around 12 min per measurement and demonstrated feasibility with promising accuracy. The combination of HSI and artificial intelligence (AI) achieved an 86% accuracy in predicting tumor tissue. Challenges included data volume and extended capture times. Conclusion: Hyperspectral imaging, complemented by AI, shows promise in enhancing tissue differentiation for HNSCC. The study envisions real-time integration of HSI into surgery for margin assessment. Challenges such as data volume and capture times warrant further exploration, emphasizing the need for ongoing investigations to refine clinical applications.;10.1016/j.saa.2025.125817";10.1016/j.saa.2025.125817;;;;;;tissue classification;;
Evaluation of Preprocessing Methods on Independent Medical Hyperspectral Databases to Improve Analysis;"Currently, one of the most common causes of death worldwide is cancer. The development of innovative methods to support the early and accurate detection of cancers is required to increase the recovery rate of patients. Several studies have shown that medical Hyperspectral Imaging (HSI) combined with artificial intelligence algorithms is a powerful tool for cancer detection. Various preprocessing methods are commonly applied to hyperspectral data to improve the performance of the algorithms. However, there is currently no standard for these methods, and no studies have compared them so far in the medical field. In this work, we evaluated different combinations of preprocessing steps, including spatial and spectral smoothing, Min-Max scaling, Standard Normal Variate normalization, and a median spatial smoothing technique, with the goal of improving tumor detection in three different HSI databases concerning colorectal, esophagogastric, and brain cancers. Two machine learning and deep learning models were used to perform the pixel-wise classification. The results showed that the choice of preprocessing method affects the performance of tumor identification. The method that showed slightly better results with respect to identifing colorectal tumors was Median Filter preprocessing (0.94 of area under the curve). On the other hand, esophagogastric and brain tumors were more accurately identified using Min-Max scaling preprocessing (0.93 and 0.92 of area under the curve, respectively). However, it is observed that the Median Filter method smooths sharp spectral features, resulting in high variability in the classification performance. Therefore, based on these results, obtained with different databases acquired by different HSI instrumentation, the most relevant preprocessing technique identified in this work is Min-Max scaling.;10.3390/s22228917";10.3390/s22228917;;;;;;tissue classification;;
Detection of Head and Neck Cancer in Surgical Specimens Using Quantitative Hyperspectral Imaging;"Purpose: This study intends to investigate the feasibility of using hyperspectral imaging (HSI) to detect and delineate cancers in fresh, surgical specimens of patients with head and neck cancers. Experimental Design: A clinical study was conducted in order to collect and image fresh, surgical specimens from patients (N = 36) with head and neck cancers undergoing surgical resection. A set of machine-learning tools were developed to quantify hyperspectral images of the resected tissue in order to detect and delineate cancerous regions which were validated by histopathologic diagnosis. More than two million reflectance spectral signatures were obtained by HSI and analyzed using machine-learning methods. The detection results of HSI were compared with autofluorescence imaging and fluorescence imaging of two vital-dyes of the same specimens. Results: Quantitative HSI differentiated cancerous tissue from normal tissue in ex vivo surgical specimens with a sensitivity and specificity of 91% and 91%, respectively, and which was more accurate than autofluorescence imaging (P < 0.05) or fluorescence imaging of 2-NBDG (P < 0.05) and proflavine (P < 0.05). The proposed quantification tools also generated cancer probability maps with the tumor border demarcated and which could provide real-time guidance for surgeons regarding optimal tumor resection. Conclusions: This study highlights the feasibility of using quantitative HSI as a diagnostic tool to delineate the cancer boundaries in surgical specimens, and which could be translated into the clinic application with the hope of improving clinical outcomes in the future. (C) 2017 AACR.;10.1158/1078-0432.CCR-17-0906";10.1158/1078-0432.CCR-17-0906;;;;;;tissue classification;;
